supplier_id,supplier_name,buyer_id,buyer_name,product_id,product_name
16,firm18,46,firm56,9,product9
16,firm18,47,firm57,3,product3
16,firm18,48,firm58,3,product3
16,firm18,56,firm69,9,product9
17,firm19,26,firm32,8,product8
17,firm19,26,firm32,12,product12
17,firm19,40,firm49,8,product8
17,firm19,41,firm50,12,product12
17,firm19,47,firm57,8,product8
17,firm19,59,firm72,12,product12
17,firm19,65,firm80,12,product12
19,firm21,6,firm7,3,product3
19,firm21,43,firm53,3,product3
20,firm23,11,firm12,4,product4
20,firm23,25,firm31,4,product4
20,firm23,28,firm34,4,product4
20,firm23,31,firm39,4,product4
20,firm23,32,firm40,4,product4
20,firm23,42,firm52,4,product4
20,firm23,46,firm56,4,product4
22,firm25,67,firm83,12,product12
23,firm29,0,firm0,3,product3
23,firm29,3,firm4,2,product2
23,firm29,6,firm7,0,product0
23,firm29,6,firm7,2,product2
23,firm29,7,firm8,1,product1
23,firm29,7,firm8,2,product2
23,firm29,8,firm9,2,product2
23,firm29,11,firm12,0,product0
23,firm29,11,firm12,3,product3
23,firm29,12,firm13,2,product2
23,firm29,13,firm14,3,product3
23,firm29,14,firm16,0,product0
23,firm29,14,firm16,1,product1
23,firm29,16,firm18,2,product2
23,firm29,16,firm18,3,product3
23,firm29,17,firm19,0,product0
23,firm29,17,firm19,3,product3
23,firm29,18,firm20,0,product0
23,firm29,19,firm21,3,product3
23,firm29,21,firm24,1,product1
23,firm29,22,firm25,3,product3
23,firm29,23,firm29,1,product1
23,firm29,23,firm29,3,product3
23,firm29,24,firm30,11,product11
23,firm29,25,firm31,0,product0
23,firm29,25,firm31,1,product1
23,firm29,25,firm31,2,product2
23,firm29,26,firm32,0,product0
23,firm29,27,firm33,2,product2
23,firm29,28,firm34,0,product0
23,firm29,28,firm34,1,product1
23,firm29,29,firm36,0,product0
23,firm29,29,firm36,2,product2
23,firm29,29,firm36,3,product3
23,firm29,29,firm36,11,product11
23,firm29,31,firm39,11,product11
23,firm29,33,firm42,0,product0
23,firm29,33,firm42,2,product2
23,firm29,33,firm42,3,product3
23,firm29,33,firm42,11,product11
23,firm29,34,firm43,0,product0
23,firm29,34,firm43,1,product1
23,firm29,34,firm43,2,product2
23,firm29,34,firm43,3,product3
23,firm29,35,firm44,6,product6
23,firm29,35,firm44,11,product11
23,firm29,36,firm45,0,product0
23,firm29,36,firm45,2,product2
23,firm29,36,firm45,3,product3
23,firm29,37,firm46,1,product1
23,firm29,37,firm46,2,product2
23,firm29,37,firm46,11,product11
23,firm29,38,firm47,11,product11
23,firm29,39,firm48,1,product1
23,firm29,40,firm49,2,product2
23,firm29,40,firm49,11,product11
23,firm29,43,firm53,0,product0
23,firm29,43,firm53,2,product2
23,firm29,44,firm54,2,product2
23,firm29,44,firm54,3,product3
23,firm29,45,firm55,1,product1
23,firm29,46,firm56,0,product0
23,firm29,47,firm57,0,product0
23,firm29,47,firm57,2,product2
23,firm29,48,firm58,1,product1
23,firm29,48,firm58,2,product2
23,firm29,52,firm64,11,product11
23,firm29,59,firm72,11,product11
23,firm29,60,firm73,11,product11
23,firm29,63,firm77,11,product11
23,firm29,65,firm80,11,product11
23,firm29,66,firm82,11,product11
23,firm29,67,firm83,11,product11
23,firm29,68,firm84,6,product6
23,firm29,68,firm84,11,product11
23,firm29,69,firm86,11,product11
23,firm29,70,firm87,6,product6
23,firm29,70,firm87,11,product11
24,firm30,51,firm61,24,product24
24,firm30,55,firm68,24,product24
25,firm31,35,firm44,5,product5
25,firm31,42,firm52,5,product5
25,firm31,53,firm66,14,product14
25,firm31,54,firm67,5,product5
25,firm31,62,firm76,5,product5
25,firm31,62,firm76,14,product14
25,firm31,66,firm82,14,product14
25,firm31,69,firm86,14,product14
25,firm31,70,firm87,5,product5
26,firm32,33,firm42,12,product12
26,firm32,37,firm46,12,product12
26,firm32,60,firm73,12,product12
26,firm32,63,firm77,12,product12
27,firm33,38,firm47,14,product14
27,firm33,45,firm55,14,product14
27,firm33,46,firm56,5,product5
27,firm33,54,firm67,14,product14
27,firm33,55,firm68,18,product18
27,firm33,57,firm70,14,product14
27,firm33,59,firm72,14,product14
27,firm33,64,firm78,14,product14
27,firm33,69,firm86,18,product18
27,firm33,70,firm87,14,product14
27,firm33,73,firm90,18,product18
27,firm33,83,firm102,18,product18
27,firm33,84,firm103,18,product18
27,firm33,93,firm117,18,product18
29,firm36,66,firm82,12,product12
30,firm37,54,firm67,24,product24
30,firm37,66,firm82,24,product24
30,firm37,69,firm86,24,product24
30,firm37,72,firm89,24,product24
31,firm39,32,firm40,10,product10
31,firm39,70,firm87,9,product9
32,firm40,27,firm33,5,product5
32,firm40,32,firm40,5,product5
32,firm40,49,firm59,5,product5
32,firm40,87,firm109,19,product19
32,firm40,92,firm116,19,product19
33,firm42,26,firm32,13,product13
33,firm42,33,firm42,13,product13
33,firm42,40,firm49,13,product13
33,firm42,60,firm73,13,product13
33,firm42,63,firm77,13,product13
33,firm42,64,firm78,13,product13
35,firm44,31,firm39,5,product5
35,firm44,54,firm67,18,product18
35,firm44,61,firm74,5,product5
35,firm44,62,firm76,18,product18
35,firm44,62,firm76,22,product22
35,firm44,68,firm84,18,product18
35,firm44,68,firm84,22,product22
35,firm44,69,firm86,22,product22
35,firm44,71,firm88,18,product18
35,firm44,71,firm88,22,product22
35,firm44,74,firm91,18,product18
35,firm44,83,firm102,16,product16
35,firm44,84,firm103,22,product22
35,firm44,87,firm109,18,product18
35,firm44,91,firm115,18,product18
35,firm44,91,firm115,22,product22
35,firm44,92,firm116,18,product18
35,firm44,93,firm117,22,product22
37,firm46,41,firm50,14,product14
37,firm46,51,firm61,20,product20
37,firm46,54,firm67,20,product20
37,firm46,68,firm84,14,product14
37,firm46,68,firm84,16,product16
37,firm46,69,firm86,16,product16
37,firm46,83,firm102,20,product20
37,firm46,87,firm109,20,product20
37,firm46,91,firm115,20,product20
38,firm47,50,firm60,24,product24
38,firm47,59,firm72,24,product24
38,firm47,65,firm80,20,product20
38,firm47,67,firm83,24,product24
38,firm47,73,firm90,20,product20
38,firm47,74,firm91,20,product20
38,firm47,78,firm95,24,product24
38,firm47,85,firm106,24,product24
38,firm47,87,firm109,24,product24
38,firm47,92,firm116,20,product20
38,firm47,92,firm116,24,product24
39,firm48,42,firm52,10,product10
39,firm48,46,firm56,10,product10
39,firm48,53,firm66,5,product5
39,firm48,54,firm67,19,product19
40,firm49,30,firm37,12,product12
40,firm49,38,firm47,12,product12
41,firm50,52,firm64,20,product20
41,firm50,52,firm64,24,product24
41,firm50,57,firm70,20,product20
41,firm50,58,firm71,20,product20
41,firm50,59,firm72,20,product20
41,firm50,62,firm76,20,product20
41,firm50,64,firm78,24,product24
41,firm50,67,firm83,20,product20
41,firm50,68,firm84,20,product20
41,firm50,69,firm86,20,product20
41,firm50,71,firm88,16,product16
41,firm50,71,firm88,20,product20
41,firm50,71,firm88,24,product24
41,firm50,72,firm89,20,product20
41,firm50,84,firm103,16,product16
41,firm50,86,firm107,20,product20
41,firm50,86,firm107,24,product24
41,firm50,88,firm110,20,product20
41,firm50,88,firm110,24,product24
41,firm50,93,firm117,16,product16
42,firm52,28,firm34,5,product5
42,firm52,39,firm48,10,product10
42,firm52,74,firm91,19,product19
43,firm53,29,firm36,13,product13
43,firm53,47,firm57,13,product13
43,firm53,64,firm78,8,product8
43,firm53,67,firm83,8,product8
44,firm54,31,firm39,6,product6
44,firm54,35,firm44,9,product9
45,firm55,49,firm59,7,product7
45,firm55,50,firm60,23,product23
45,firm55,51,firm61,23,product23
45,firm55,52,firm64,7,product7
45,firm55,54,firm67,7,product7
45,firm55,57,firm70,23,product23
45,firm55,58,firm71,7,product7
45,firm55,58,firm71,23,product23
45,firm55,59,firm72,7,product7
45,firm55,59,firm72,23,product23
45,firm55,62,firm76,7,product7
45,firm55,62,firm76,23,product23
45,firm55,65,firm80,7,product7
45,firm55,65,firm80,23,product23
45,firm55,66,firm82,7,product7
45,firm55,66,firm82,23,product23
45,firm55,71,firm88,23,product23
45,firm55,72,firm89,23,product23
45,firm55,74,firm91,23,product23
45,firm55,85,firm106,23,product23
45,firm55,86,firm107,23,product23
45,firm55,88,firm110,23,product23
47,firm57,24,firm30,12,product12
47,firm57,40,firm49,12,product12
47,firm57,45,firm55,12,product12
47,firm57,47,firm57,12,product12
47,firm57,58,firm71,12,product12
47,firm57,64,firm78,12,product12
48,firm58,28,firm34,9,product9
48,firm58,31,firm39,9,product9
49,firm59,54,firm67,21,product21
49,firm59,62,firm76,21,product21
49,firm59,69,firm86,21,product21
49,firm59,71,firm88,21,product21
49,firm59,73,firm90,21,product21
51,firm61,75,firm92,32,product32
52,firm64,53,firm66,24,product24
52,firm64,57,firm70,24,product24
52,firm64,76,firm93,27,product27
52,firm64,77,firm94,32,product32
52,firm64,78,firm95,27,product27
52,firm64,85,firm106,30,product30
52,firm64,88,firm110,32,product32
52,firm64,89,firm111,32,product32
52,firm64,99,firm127,32,product32
52,firm64,109,firm138,32,product32
53,firm66,57,firm70,21,product21
53,firm66,74,firm91,21,product21
54,firm67,80,firm99,28,product28
54,firm67,97,firm122,28,product28
54,firm67,98,firm124,28,product28
54,firm67,102,firm131,26,product26
54,firm67,103,firm132,26,product26
54,firm67,108,firm137,34,product34
54,firm67,111,firm141,33,product33
54,firm67,118,firm149,33,product33
55,firm68,79,firm96,26,product26
55,firm68,82,firm101,26,product26
55,firm68,90,firm113,28,product28
55,firm68,96,firm121,28,product28
55,firm68,113,firm143,28,product28
56,firm69,55,firm68,19,product19
57,firm70,73,firm90,29,product29
57,firm70,96,firm121,31,product31
57,firm70,104,firm133,28,product28
57,firm70,106,firm135,28,product28
57,firm70,107,firm136,29,product29
57,firm70,108,firm137,28,product28
57,firm70,111,firm141,29,product29
58,firm71,67,firm83,23,product23
59,firm72,53,firm66,23,product23
59,firm72,64,firm78,23,product23
59,firm72,78,firm95,23,product23
59,firm72,78,firm95,30,product30
61,firm74,53,firm66,21,product21
62,firm76,55,firm68,21,product21
62,firm76,73,firm90,28,product28
62,firm76,73,firm90,31,product31
62,firm76,77,firm94,28,product28
62,firm76,78,firm95,31,product31
62,firm76,79,firm96,25,product25
62,firm76,79,firm96,28,product28
62,firm76,80,firm99,25,product25
62,firm76,81,firm100,25,product25
62,firm76,81,firm100,28,product28
62,firm76,82,firm101,25,product25
62,firm76,82,firm101,28,product28
62,firm76,85,firm106,29,product29
62,firm76,86,firm107,25,product25
62,firm76,87,firm109,21,product21
62,firm76,88,firm110,29,product29
62,firm76,90,firm113,25,product25
62,firm76,91,firm115,29,product29
62,firm76,92,firm116,21,product21
62,firm76,92,firm116,28,product28
62,firm76,96,firm121,29,product29
62,firm76,99,firm127,28,product28
62,firm76,101,firm129,25,product25
62,firm76,101,firm129,29,product29
62,firm76,102,firm131,28,product28
62,firm76,105,firm134,29,product29
62,firm76,106,firm135,29,product29
62,firm76,111,firm141,28,product28
62,firm76,111,firm141,31,product31
62,firm76,113,firm143,25,product25
62,firm76,115,firm146,28,product28
62,firm76,116,firm147,29,product29
62,firm76,116,firm147,31,product31
64,firm78,50,firm60,20,product20
64,firm78,53,firm66,20,product20
64,firm78,58,firm71,24,product24
64,firm78,62,firm76,24,product24
64,firm78,64,firm78,20,product20
64,firm78,65,firm80,24,product24
64,firm78,78,firm95,20,product20
64,firm78,83,firm102,32,product32
64,firm78,85,firm106,20,product20
64,firm78,90,firm113,32,product32
64,firm78,91,firm115,32,product32
64,firm78,94,firm118,32,product32
64,firm78,101,firm129,32,product32
64,firm78,106,firm135,32,product32
65,firm80,55,firm68,20,product20
65,firm80,62,firm76,16,product16
65,firm80,66,firm82,20,product20
65,firm80,73,firm90,24,product24
65,firm80,74,firm91,24,product24
65,firm80,80,firm99,32,product32
65,firm80,84,firm103,20,product20
65,firm80,86,firm107,32,product32
65,firm80,93,firm117,20,product20
65,firm80,98,firm124,32,product32
65,firm80,105,firm134,32,product32
66,firm82,52,firm64,23,product23
66,firm82,73,firm90,23,product23
66,firm82,94,firm118,27,product27
66,firm82,101,firm129,27,product27
66,firm82,117,firm148,27,product27
68,firm84,57,firm70,18,product18
68,firm84,77,firm94,25,product25
68,firm84,83,firm102,22,product22
68,firm84,91,firm115,16,product16
68,firm84,97,firm122,25,product25
68,firm84,99,firm127,25,product25
68,firm84,108,firm137,25,product25
69,firm86,74,firm91,29,product29
69,firm86,78,firm95,29,product29
69,firm86,86,firm107,29,product29
69,firm86,89,firm111,25,product25
69,firm86,94,firm118,25,product25
69,firm86,102,firm131,25,product25
69,firm86,103,firm132,28,product28
69,firm86,107,firm136,28,product28
69,firm86,117,firm148,29,product29
71,firm88,73,firm90,33,product33
71,firm88,76,firm93,25,product25
71,firm88,96,firm121,33,product33
71,firm88,97,firm122,34,product34
71,firm88,103,firm132,33,product33
73,firm90,74,firm91,33,product33
73,firm90,79,firm96,34,product34
73,firm90,83,firm102,29,product29
73,firm90,103,firm132,37,product37
73,firm90,103,firm132,42,product42
73,firm90,104,firm133,37,product37
73,firm90,104,firm133,42,product42
73,firm90,104,firm133,43,product43
73,firm90,106,firm135,43,product43
73,firm90,107,firm136,42,product42
73,firm90,109,firm138,29,product29
73,firm90,111,firm141,42,product42
73,firm90,111,firm141,43,product43
73,firm90,113,firm143,42,product42
73,firm90,114,firm145,42,product42
73,firm90,115,firm146,29,product29
73,firm90,116,firm147,42,product42
73,firm90,117,firm148,43,product43
73,firm90,118,firm149,28,product28
73,firm90,118,firm149,34,product34
74,firm91,73,firm90,34,product34
74,firm91,74,firm91,31,product31
74,firm91,74,firm91,34,product34
74,firm91,81,firm100,26,product26
74,firm91,81,firm100,34,product34
74,firm91,87,firm109,33,product33
74,firm91,92,firm116,34,product34
74,firm91,96,firm121,34,product34
74,firm91,96,firm121,37,product37
74,firm91,102,firm131,34,product34
74,firm91,103,firm132,34,product34
74,firm91,104,firm133,26,product26
74,firm91,104,firm133,34,product34
74,firm91,105,firm134,43,product43
74,firm91,106,firm135,31,product31
74,firm91,106,firm135,37,product37
74,firm91,107,firm136,37,product37
74,firm91,107,firm136,43,product43
74,firm91,108,firm137,26,product26
74,firm91,111,firm141,37,product37
74,firm91,117,firm148,31,product31
74,firm91,117,firm148,37,product37
74,firm91,118,firm149,26,product26
74,firm91,118,firm149,37,product37
75,firm92,100,firm128,41,product41
75,firm92,101,firm129,41,product41
75,firm92,112,firm142,41,product41
75,firm92,113,firm143,41,product41
75,firm92,114,firm145,41,product41
76,firm93,95,firm120,41,product41
78,firm95,96,firm121,43,product43
78,firm95,103,firm132,43,product43
78,firm95,106,firm135,38,product38
78,firm95,106,firm135,39,product39
78,firm95,110,firm139,38,product38
78,firm95,116,firm147,43,product43
78,firm95,117,firm148,30,product30
78,firm95,118,firm149,43,product43
83,firm102,98,firm124,25,product25
83,firm102,116,firm147,40,product40
85,firm106,75,firm92,27,product27
85,firm106,85,firm106,27,product27
85,firm106,86,firm107,27,product27
85,firm106,89,firm111,27,product27
85,firm106,95,firm120,38,product38
85,firm106,101,firm129,38,product38
85,firm106,105,firm134,38,product38
85,firm106,112,firm142,38,product38
85,firm106,116,firm147,27,product27
85,firm106,116,firm147,30,product30
85,firm106,116,firm147,38,product38
85,firm106,116,firm147,39,product39
85,firm106,117,firm148,38,product38
85,firm106,117,firm148,39,product39
86,firm107,76,firm93,32,product32
86,firm107,110,firm139,41,product41
86,firm107,113,firm143,32,product32
87,firm109,87,firm109,34,product34
87,firm109,97,firm122,26,product26
87,firm109,111,firm141,34,product34
90,firm113,100,firm128,44,product44
90,firm113,114,firm145,44,product44
92,firm116,82,firm101,34,product34
92,firm116,92,firm116,26,product26
92,firm116,92,firm116,33,product33
93,firm117,75,firm92,25,product25
96,firm121,112,firm142,42,product42
98,firm124,110,firm139,44,product44
99,firm127,95,firm120,44,product44
101,firm129,101,firm129,40,product40
101,firm129,112,firm142,40,product40
105,firm134,110,firm139,40,product40
105,firm134,113,firm143,40,product40
105,firm134,117,firm148,40,product40
106,firm135,96,firm121,42,product42
106,firm135,106,firm135,42,product42
109,firm138,95,firm120,40,product40
109,firm138,100,firm128,40,product40
109,firm138,105,firm134,40,product40
109,firm138,106,firm135,40,product40
109,firm138,114,firm145,40,product40
111,firm141,100,firm128,42,product42
111,firm141,116,firm147,37,product37
111,firm141,118,firm149,42,product42
113,firm143,101,firm129,44,product44
113,firm143,112,firm142,44,product44
113,firm143,113,firm143,44,product44
115,firm146,95,firm120,42,product42
115,firm146,101,firm129,42,product42
115,firm146,110,firm139,42,product42
115,firm146,117,firm148,42,product42
117,firm148,105,firm134,39,product39
